salesid;salespersonid;customerid;productid;quantity;discount;totalprice;salesdate;transactionnumber
49492;3;29026;258;8;;0;20180508;6VT7DE48UMBDENHFR0U4
49511;23;56852;204;15;;0;20180508;4UUUWQ56TGZZ81U68Y8Q
49600;15;7763;122;2;0.2;0;20180508;3LE6KSE2461BQKM4025R
49673;9;95723;163;25;0.2;0;20180508;1F5GNTFECSO9S6XVXCBX
49779;6;9029;166;3;;0;20180508;9XHQTWVSF3MCX57KD4VK
49846;14;25507;131;7;;0;20180508;W1HESU0DEEK1K31T0UZU
49854;14;92303;208;24;;0;20180508;QV98ABAZRDHIMYEQ9YO1
49913;14;87440;154;23;;0;20180508;QKKZUDUNK37ESDF8A6BY
49967;17;19922;415;6;;0;20180508;3GXH02PDI90KJSXJMEUG
50299;6;54350;237;14;;0;20180508;FEE8VSKFJQ10EH9X33S4
50502;2;46648;48;12;;0;20180508;0FBJ92N4VYSRF1PBQ7JV
51188;19;91827;47;24;;0;20180508;7A9MDTLGKDSTS68F53Y7
51213;4;48530;449;13;;0;20180508;2GSYEFFBN4R7DTEWW0KM
51243;4;90111;239;23;;0;20180508;7FH8VGUNYNC2PDR109UD
51298;3;52435;300;14;;0;20180508;2ZC2Z2H5H45BY4JKDHLE
51478;9;32485;341;9;;0;20180508;0GX884OVJGNMMM6J6LZM
51608;12;58934;349;15;;0;20180508;QK09LIQBGXXT1Y2PAO2C
51672;9;47160;63;12;;0;20180508;5OYKGW5RFUCOMFPMFTNC
51745;11;49420;21;13;;0;20180508;MUJNBSH61TM7090WNGYI
51884;19;90312;32;23;;0;20180508;JRED0S22A1XIP2KVJXFF
51915;18;95171;346;25;;0;20180508;SBJBHBGYP2GEN10IW224
52112;16;43998;269;12;;0;20180508;STSP47XIS1UWJCUKJA3T
52185;3;46362;242;12;0.1;0;20180508;2RSUFOVT5HI57WVYJ2R7
52462;3;42559;185;11;;0;20180508;MCVYE59B18P8OZM2N9ET
52463;13;17598;286;5;;0;20180508;3IQGQ94GFK5PP906OBFW
52684;13;86947;412;23;;0;20180508;GPVEDHHSTXATS9GMGZ8L
52733;19;60558;153;16;;0;20180508;TBPDJWMS2YU9NWZ3VQ6R
52751;1;11756;348;3;;0;20180508;C8SOR8I9ZVWMF7X83LZQ
52835;20;39143;337;10;;0;20180508;EPGFGMAHC9S4P8DD84PA
52881;1;88465;88;23;;0;20180508;6I5VMJWUWBHXKM740MWI
53016;21;18888;61;5;;0;20180508;FNMH4IYVG6AW85XNTZI9
53084;6;39349;63;10;;0;20180508;YO75QAS8E6SMOCBWHZ4A
53159;3;28832;255;8;;0;20180508;WEVAHQ3PGGBA3T151UNG
53165;14;2532;76;1;0.2;0;20180508;VBTMLU6LC2ABL7K1SOES
53443;22;88662;154;23;0.2;0;20180508;VZXVFDCRLLKT3EFJXYVK
53450;12;39646;116;11;;0;20180508;9I920AOCP6K1OKDR0CEZ
53621;11;85618;211;22;;0;20180508;VWZ6W4RGAOS2E6M13066
53669;19;68931;23;18;0.2;0;20180508;F64DAET1UYPAG0ZUE6OO
53730;16;63164;29;16;0.2;0;20180508;20AXJIG4NB0SDWH738RZ
53746;22;58766;266;15;;0;20180508;1Y8MKETAIVW9JFNCY9AN
53761;20;61758;351;16;;0;20180508;KRTXM73PKA3MMQ3RM8YR
53767;8;91226;360;24;;0;20180508;FO5UTZTM5JUBQ2FI3S4I
54110;14;19481;291;5;;0;20180508;Z80XVO2J2MA32N2KXSOG
54196;15;51140;151;13;;0;20180508;FAAQAVNSYGO4Z3GI0GS4
54223;21;54827;255;14;;0;20180508;JL3CW2AH9FRU2AWSF34M
54286;6;96311;252;25;;0;20180508;338GKZZET0J5KZ8O5BO1
54317;18;85668;230;22;0.2;0;20180508;RICIFW5MJPGCJ2IFRK3F
54417;8;71676;156;19;;0;20180508;BVSFV69HP7HOHWMV8RIK
54505;22;60375;287;16;;0;20180508;DO7IA8K1SSEFRW0B9AZT
54583;6;22496;106;6;;0;20180508;T3NS4N0GICRP45OLSMTA
54733;15;92889;191;24;;0;20180508;WSI486RVTG7E380XWR80
54987;17;82342;451;21;;0;20180508;BEG4U8W5ME103HCQKUZQ
55071;11;292;386;1;;0;20180508;FLIC8SCVF9YV6MLMKO92
55268;16;5779;293;2;0.1;0;20180508;LM8MGM2R7AIOZRCCT44E
55582;2;95976;154;25;0.1;0;20180508;12RLJGBSJCXFXM0U2K6A
55732;20;13431;258;4;;0;20180508;08VA3C5GCKAK5GHXYCLY
55872;16;30977;131;8;;0;20180508;FGW2UONGD36JHKBVHWIC
56020;21;16327;34;5;;0;20180508;13W3FQU0U6GLWOG37S4L
56123;10;21507;206;6;;0;20180508;KPQ3XT765U3IDAFKSUQJ
56139;23;66269;313;17;;0;20180508;Z8I61MF3YOW31GMMJNXE
56182;14;11209;171;3;0.1;0;20180508;GHNO1DBN15VA7JIC7DPJ
56559;18;19110;158;5;0.2;0;20180508;PKS1RQGHFJQT28WMSJJM
56806;23;96869;443;25;;0;20180508;XHQ1D4VTHTFZOV17K85H
56832;8;83904;300;22;;0;20180508;6L5L1ALDTOIMZ7KXLP2Y
56975;6;2269;327;1;0.2;0;20180508;LMX83FNT2TAWR3FQ8RJT
57019;3;83616;428;22;0.1;0;20180508;NQGFFH4IOHPG2OKDQJUD
57041;8;80782;38;21;0.1;0;20180508;17S4DSINW7B2EUMLAQJI
57278;11;57571;123;15;0.2;0;20180508;Z7G9DI7OD5OVSHGE3LXK
57702;5;16897;288;5;;0;20180508;58MIRXDKJC7OMIVZVEPJ
57992;13;86420;159;22;0.2;0;20180508;5RQQV3O90NDYD6G8CCTW
58023;1;12841;353;4;0.1;0;20180508;514BZLZUUZ8K7L1ZS0CQ
58046;21;42120;115;11;;0;20180508;TNK2DJR233985JW3CAG8
58110;10;42650;205;11;0.2;0;20180508;HWX6J3AWCPCZ2SU1ROM4
58454;11;70516;264;18;;0;20180508;MBBQRVCWEFNMSVLA4S1O
58459;3;39018;369;10;;0;20180508;3U1XNZ1YT2UF1W4LRSC7
58561;11;11614;287;3;;0;20180508;MN6626CC72K7E2EGBGOC
58879;17;47774;279;13;;0;20180508;NBHY4PB1S994BGIYSXO6
59096;4;53422;57;14;;0;20180508;JV34O3J52GOBH56RV81I
59463;6;16709;42;5;;0;20180508;8PEP43ISM8Q3VHW056OO
59813;8;81914;30;21;;0;20180508;TA1ZC3AFAR7DRS0KFW9D
59824;21;47966;184;13;;0;20180508;AK9RKCFOFV03HGHFPL4V
59977;23;84951;91;22;;0;20180508;CF5E0WFYOEFPRAG8FCZ9
60251;23;44438;59;12;;0;20180508;RJ7437QV3BFC7ICGT9GQ
60573;14;71160;408;19;;0;20180508;MVXWVLIWOT1BGOTC71Q2
60629;2;74215;351;19;0.2;0;20180508;TCI1WOC04ACHKPCLAYCW
60872;11;12429;284;4;;0;20180508;DVMUZNWICY7ICTLZPEDE
60981;19;15872;78;5;;0;20180508;U81IFDGCB2DW4R2XESO4
61046;15;89950;383;23;;0;20180508;84K0C5LF7J3E5GUNR7VD
61318;2;9464;54;3;;0;20180508;TLPIFMOD233HYIUNHF2S
61442;15;23858;290;7;;0;20180508;DQ5LQ7YLRJ62L6BY1LI9
61471;3;15837;110;5;;0;20180508;2VMW5DCNNCA7DBOGH3LZ
61575;7;19191;251;5;;0;20180508;04QE549Q4Q1QA3J3C4ZL
61584;9;45091;269;12;;0;20180508;40V5FSFA0RX03KOYPBVH
61683;3;26441;12;7;;0;20180508;OY5TKGZ0XLUY7MTUNPBW
61693;12;33344;47;9;;0;20180508;BHE90QONYXQ95N2R0LA4
61705;18;98251;383;25;0.2;0;20180508;9CR3POKFVI6LP093V9VF
61788;8;97561;431;25;;0;20180508;PQ1OPXL1OD1G6R60N3JV
61833;2;97258;155;25;;0;20180508;6OOA3N3U3R424X1JAVLU
61856;21;30511;427;8;;0;20180508;KQ6X1TI37ANECQRSPWYV
61935;10;88085;287;23;;0;20180508;2XPGGLY0DO6778QBITNU
61948;17;68243;301;18;;0;20180508;EGHPC3D8IOY06W1CNNY5
62016;16;7997;89;3;0.2;0;20180508;C5K7MT8NMISY1F3PNXX8
62114;4;84320;192;22;0.1;0;20180508;UH8QA7UCR00FU10X92EH
62286;21;90242;205;23;;0;20180508;T1Y0MS3KGFDQNQD8DNH3
62295;4;10267;8;3;;0;20180508;MZ6YSSVYMQ7JON0DC1AP
62300;12;81360;364;21;;0;20180508;SDLLABV8RCTSLKC0YDE7
62389;22;29919;379;8;;0;20180508;L5EEU098JGQ9T7R0IS0J
62434;6;58305;68;15;;0;20180508;JYG8E7FA4GCW2EPJ2PIB
62498;14;63641;333;17;;0;20180508;6S4MMZU9AWTIHURXBNQ4
62741;1;38891;197;10;;0;20180508;IST97WSO13XJRFUPBVFB
62812;11;63414;186;17;;0;20180508;IG6HH3GQNOGKB8E2ZZQV
62899;7;42027;54;11;0.1;0;20180508;4Y6T4D12J4RDO82KLB44
62948;23;22357;30;6;;0;20180508;EDCYF4Z167ZMV3O3ZH2Q
63116;2;68981;53;18;;0;20180508;MP1DJDOJIMK4R2K0KQ8W
63173;19;47513;212;13;;0;20180508;E620RERHZS2236EZ4N61
63203;21;45522;148;12;;0;20180508;039M89KTYMGEMP5T9ES2
63258;4;30331;22;8;0.2;0;20180508;6SJ4XJB4LRW7C6VUXUYQ
63288;4;64868;401;17;;0;20180508;KWPCYRUQ7P4M7EVET8IZ
63334;15;39043;21;10;0.2;0;20180508;O2BIEZE8Z1PYE3NS11C0
63534;18;75825;131;20;;0;20180508;JWV14W3HEFXFV79SQ5NA
63564;5;53568;31;14;;0;20180508;HIM280H0B7LW77OUV649
63757;12;34004;290;9;;0;20180508;LBEGNUMGI734SP1TBR69
63763;10;94132;127;24;;0;20180508;2UFC2NQ8RT86F7SOO2MU
63821;17;19210;400;5;;0;20180508;G4R55QPWJ9VIN52UWTDM
64091;9;20234;427;6;;0;20180508;3QYITF32NYMIN0YF5XVX
64094;16;93275;164;24;0.2;0;20180508;QEH1X8NB3YAG63M0T5VX
64145;23;64263;291;17;;0;20180508;DIS58Y8ACHO1S7H2LR42
64417;4;27458;440;7;;0;20180508;1BOS1AG938G33K2D81QH
64640;2;457;176;1;;0;20180508;P4TN0UN08BUC0T8QUQ71
64675;10;53158;102;14;;0;20180508;DPXNJLK388IUQC3P99RC
64680;8;31865;375;9;;0;20180508;CN6QIC3RUXWZ4HXFR8N3
64683;17;52269;98;14;;0;20180508;U9DP29ZI7JRVFOF2K904
64687;17;98399;414;25;0.2;0;20180508;0NMMJH2CUS4DX7JZ8SF4
65429;21;34230;233;9;;0;20180508;9LGJWHUZBHM53HTPDA6F
65454;3;45290;448;12;;0;20180508;8CEF2ONHTY0JNZ07SUTS
65546;10;26310;254;7;;0;20180508;4KK3XM5PGHXYS0E08CCZ
65634;15;63612;312;17;;0;20180508;V1U5GCIVS92XMGQZ7C53
65655;4;70378;26;18;;0;20180508;CQG2EKTG8UDTEJU11WQT
65667;18;12523;317;4;;0;20180508;IX6IDEA6USLB7SM78UYS
65669;16;70304;128;18;;0;20180508;8AQ3TL7CEFNL0RETF206
65881;16;68836;109;18;0.1;0;20180508;F3YDPXX2M16Y20VD865G
66247;16;44940;297;12;0.1;0;20180508;ECHVEPS99VL2T4EF6I29
66248;13;1633;101;1;;0;20180508;Y4BLGVVCJNIZVOXEWWRB
66870;17;19277;185;5;;0;20180508;4G4UQJ2N4U3GN7Z2R8ZQ
66954;3;7891;240;2;;0;20180508;G4OOOLQ2H1CMTGYAMGEE
66957;7;47937;146;13;;0;20180508;5HRNWL0RXVN22HZ21Z5M
67089;2;8903;69;3;;0;20180508;IPEJ7Y43VC662S7J2B1N
67123;1;54557;389;14;;0;20180508;R2HC6TQAM5BT3PJPAGC7
67320;12;38454;115;10;;0;20180508;ZMF71NZXNZ96U03JKIIB
67396;10;93306;113;24;;0;20180508;6SX00UUYOSQOA0EZPKLQ
67445;5;90135;438;23;;0;20180508;LP39SLYHGY01PLK89Q8T
67696;15;47807;340;13;;0;20180508;NU9N1HFHAMJKVSM4QSBN
67846;23;9834;141;3;;0;20180508;R3Y8VZ34406LO1TNTRNL
67848;21;9288;400;3;;0;20180508;977OEJW6AJW0Q89ZXQNU
67942;9;2731;4;1;0.2;0;20180508;Z7RNT1TGXHLZUGDWVGS3
67982;4;85038;427;22;0.1;0;20180508;ZAAONXL8FAM3M62JKW5Z
68108;20;2997;353;1;;0;20180508;MLV5RGYDCIUR1JIB5QIK
68336;9;17853;393;5;;0;20180508;F9U8K1GI8NHGS4NDNPLM
68366;13;18698;306;5;;0;20180508;H9CN30QIQPNP8EOJN64E
68527;16;64526;280;17;;0;20180508;4DA2558IFOCG76R0O31K
68786;8;33340;396;9;;0;20180508;W0VAYL2YYZ4Y6U8Q2MSY
68824;10;66521;269;17;;0;20180508;UV4BTITXUJZUJ870ABZB
68847;7;59632;272;16;;0;20180508;GBE9IJXJXTKV1ZSXEE4Y
68886;3;75485;326;20;;0;20180508;HG7X1PLLWOLT65XZFKLO
69230;18;65360;5;17;;0;20180508;VIY8MCGHOGU8IREQO0XF
69410;21;60762;92;16;;0;20180508;1ZYRV1MGI6G1N7GPQWA8
69609;17;96688;167;25;;0;20180508;QL362UV9NTAHD1X08YDE
70064;21;51075;439;13;;0;20180508;KFEUDDE0BFBUH645MWSU
70211;11;87005;220;23;;0;20180508;66IHRR5184LJJFWEG7PQ
70385;6;15531;6;4;;0;20180508;LWZZTHNJTZMSWKKSFFVR
70523;17;10999;305;3;;0;20180508;6OAOQL7CK7IZ74QZXEFL
70533;5;36571;52;10;;0;20180508;YIO9UAZ3FCVOU6HDD2GJ
70644;12;74512;47;19;;0;20180508;IE7KBAJEHQORRRMWQRTH
70774;7;61247;69;16;;0;20180508;T74WI7NPL7LZM8QKWZNZ
70843;16;56664;181;15;;0;20180508;0C8PNDPZ13WPJ1DS79IU
71010;9;78038;428;20;0.1;0;20180508;TTX5EZPZW08FNZMR0C4K
71137;18;52024;313;14;;0;20180508;QHQGXGHXOX71GHJBSOV8
71164;13;47679;411;13;;0;20180508;8SCVIRVO9S2E6DJFWUQH
71395;14;79111;46;21;;0;20180508;Y4S4V12QJHRIOACEHYXJ
71446;15;65844;109;17;;0;20180508;XC8SYX73IWYA4WS023XR
71664;15;75252;430;20;;0;20180508;29AVN4V2DBQK23FHVVZR
71716;4;445;120;1;;0;20180508;BVZTYN8IT7YRQOPWI7FW
71723;23;43194;274;11;;0;20180508;6IA3HB3TKF6WK9A0588Z
71790;21;4170;345;2;;0;20180508;0FJMB7V59XVX378M9XZH
71843;8;6381;71;2;0.2;0;20180508;JFD6I8292M2KAYJIUW5T
71895;7;54565;206;14;;0;20180508;IVHCD4SDN6IA7FKQDBSC
72028;9;85819;283;22;;0;20180508;75VP3VNS2PI2X2XF1Z27
72105;18;88616;262;23;;0;20180508;JVL1FAO420QVF3BC172Y
72149;14;52698;205;14;;0;20180508;FSVGRC7HCC3ZEZUM9NNV
72454;5;76283;298;20;;0;20180508;27EC5KQX1D3XNVSRLE3E
72461;5;57982;316;15;;0;20180508;EEI0CGWLTUPIICIZLC5Z
72799;5;23176;147;6;;0;20180508;REWCXYS6X1BYJRUZHDB7
72828;22;44496;334;12;0.1;0;20180508;PJGZAK5AIYTZ95NVDCSH
72873;2;94163;132;24;;0;20180508;D8MP09USDBA6TEQ1R7VI
72900;20;39543;326;11;;0;20180508;3V7459BULPLZN9XSZ2DJ
72945;14;47237;378;12;;0;20180508;237IEI0N0S9BSIG9WLUO
73034;14;13834;439;4;;0;20180508;N4HULMWK03UZJWD2QHCO
73266;5;38234;66;10;;0;20180508;N7NXBEL48S9AFL81Z9PI
73338;1;34267;159;9;;0;20180508;AQ0AKJG3ZAV0MI2MFZM9
73456;21;85175;380;22;0.2;0;20180508;4RWFA6P53I2Z63YBAP6S
73723;13;19500;85;5;;0;20180508;38WTKDWZCAYIK7TV8M1G
73746;3;15191;331;4;;0;20180508;MRR8J1YKZS36KXJQU2JR
73789;1;58165;439;15;;0;20180508;T7QINKTWHZIEI8BZEBCU
73838;7;91677;178;24;;0;20180508;I32SJAC4LG34CDZND065
74158;22;2171;303;1;;0;20180508;94VHPP37BOSJE5Y9GMEK
74526;21;25784;372;7;;0;20180508;9L8O0BIKXIGKIRNAJYNQ
74595;5;19528;311;5;0.1;0;20180508;V271OINROS559354OIHO
74620;10;71732;311;19;;0;20180508;8POIN0ROHLG3IHUYBO0M
74699;1;90661;347;23;0.2;0;20180508;0GURL5FKW5J8YIKLK4R9
74712;9;26077;261;7;;0;20180508;2H4GHMXFNF8LD9DMPBSK
75420;18;38729;371;10;0.2;0;20180508;BUTA3YO699HVLN926E5Q
75612;9;28992;322;8;;0;20180508;12MA3YOGX6OR116FUHUM
75621;7;18677;35;5;;0;20180508;J2V7MKGYEU7N6DRBF1SB
75638;23;26169;319;7;;0;20180508;20H8MY6SPD7I3U35IQ3L
75817;23;73704;188;19;;0;20180508;KGJNK0WBUWEMKBTM5X5M
75886;9;62036;12;16;;0;20180508;WNMAOSHGX2R169W3GKHO
76003;5;34119;26;9;;0;20180508;AKG0SCS1RWLKBHQ1M77Z
76133;16;47953;99;13;0.2;0;20180508;H50PO9JZWR82J77GW70V
76214;13;82298;353;21;0.2;0;20180508;TNDC4ZZZKS2TN0ALDW88
76280;6;90680;190;23;;0;20180508;C5H664LPGXY7GLHB90P7
76343;20;23609;134;6;;0;20180508;E3OD4KI374EBT6ZKYV1F
76372;16;22196;38;6;;0;20180508;ZBJMEVM3KLKZI4WWCYD8
76497;8;78436;11;20;;0;20180508;VLPFUAQLD3BH6XWRD183
76576;14;2660;297;1;;0;20180508;2KTEDCXRJN474CFLK9P1
76605;6;98376;294;25;0.1;0;20180508;IX5MWSAMSJU2TH9NY5HF
76627;17;42139;211;11;;0;20180508;F2NZWWPSE4GIROC7ST88
76680;23;1647;25;1;;0;20180508;RC0IF70I9L43M062B81R
76845;22;19438;278;5;;0;20180508;U8NVVQAGBVOSDK0SAIM1
76996;14;88029;164;23;;0;20180508;CGMVW5S8OTJUNJISWH21
77221;22;63558;92;17;;0;20180508;ZUW08WENN6ZN5ZJLZE52
77342;2;85328;14;22;;0;20180508;3YQTDO4258EMYEM0DU0M
77798;5;66752;403;17;;0;20180508;EEUBWCK3EFGAJ4NLRJRU
77825;10;86390;27;22;;0;20180508;SLF2CW80533V8W4429U6
77886;17;31531;108;8;;0;20180508;T856NZP03G8P8BGGL1EQ
77980;10;49562;48;13;;0;20180508;EE4GVNJ6JOJ059TGO95N
78136;13;67776;190;18;0.1;0;20180508;1MPXPN61WVOV64XO4RGZ
78190;16;40828;8;11;;0;20180508;LSKTUTT21RKTLGUPF3RQ
78253;23;65974;91;17;;0;20180508;9VMVKM36B2PXC2AYRXA0
78533;11;83080;416;22;;0;20180508;Y999BUNS94PXQGESRRII
78594;17;34917;371;9;;0;20180508;0DIPTGXWLGH3VPCZT41V
78985;16;42420;254;11;;0;20180508;0R4C0KF9P8NYJFADZFA5
79374;18;50418;67;13;;0;20180508;5N3519HJIYMGWBMWJ3MT
79454;9;67949;73;18;;0;20180508;R845ZOG420YWMP0GTHL6
79624;10;8100;48;3;;0;20180508;G38LMD2RZVMSUUG4P7T8
79647;4;33248;281;9;;0;20180508;963IURSELEUI951O3HPT
79755;6;71984;208;19;;0;20180508;G5WSWJPT7JI8Q9CQUZIQ
79824;23;24300;66;7;;0;20180508;6782JXW3MWQ6MSGTSYQY
79885;15;50073;151;13;0.1;0;20180508;I7HA5JSICBFDA45E9Q5W
80064;21;64425;147;17;;0;20180508;MUASOHKX8IOFWWIBL176
80132;17;61344;213;16;;0;20180508;4A7Q9TLFHRB61CTCTCDI
80343;18;90852;289;23;;0;20180508;9I7N00MECO979ARO7DX5
80570;18;17219;347;5;;0;20180508;WKBUNTPHEN45CTZP4FHZ
80664;18;22953;430;6;;0;20180508;X8K5WMHQ6COIROAXN64X
80767;18;74065;343;19;;0;20180508;07VBDI2YPQFXF4W4SD4X
80864;19;36945;93;10;;0;20180508;S9YH8BADRM34YK8F5XK0
80911;21;978;97;1;;0;20180508;UNN343NQYWSHFDPIZ7MX
81115;13;13804;18;4;;0;20180508;5EF6SLYMDS54OOUEDP8S
81319;20;29667;212;8;;0;20180508;T48D0EF5FQ2MM66822SJ
81549;1;43821;249;12;;0;20180508;YP7R9SF2XY5UG3158IJT
81650;8;27792;310;8;0.2;0;20180508;GXXQUBTOFRLJAYUPUTIS
81778;12;8525;207;3;;0;20180508;IPXDICLEZZG3627EMKE5
81801;12;8194;221;3;;0;20180508;JKSSZCIZ28RZEUNWUEW0
81941;22;3242;315;1;;0;20180508;0SPECJKDM7M113W5L394
81999;10;21449;432;6;;0;20180508;ZVXNVYU3TQ11YBF50HI3
82351;10;73950;347;19;;0;20180508;YN0I69ONVNDNGSTICWGW
82360;21;62193;104;16;;0;20180508;S9UVHHCK8KP6WAV907I6
82524;12;33789;273;9;0.1;0;20180508;GU1O3UVHGVCVNZ1A7YRW
82679;11;80179;155;21;;0;20180508;AM22M699XRJ7T29CC2HR
82798;13;31557;215;8;;0;20180508;NT88ZDE7HMVMYYB8A220
82882;8;91229;380;24;;0;20180508;QYG2DO3JV8BBKX64BFS1
83066;7;47631;355;13;;0;20180508;OG9WFO2V8MLS9UOR2QUP
83169;6;20435;65;6;;0;20180508;ODGK9YSZ68ZLVCN8DU5L
83333;20;63976;377;17;;0;20180508;PQHKSAMS4JL7I7VYI7LH
83480;2;54526;117;14;;0;20180508;J8HHHLLV003ND8W8EKUN
83821;17;65859;275;17;;0;20180508;NGJSXEUFIWF7GNIYUM9N
83895;21;54562;17;14;0.2;0;20180508;H5AC4YSPJ2SRNQ3SQKDZ
83932;8;53864;160;14;;0;20180508;3EARKTU92QYENX4YGWOX
84014;13;50620;203;13;;0;20180508;9RQGT7LFESCNY0QJ0QRD
84029;17;66229;269;17;0.2;0;20180508;PMZDDKFVRIL9QZDDQZGB
84031;23;52775;172;14;;0;20180508;R5CG18L47TTDHA86705V
84164;8;80706;28;21;;0;20180508;3S0UH6YB737AR3TFEPE3
84222;1;60121;230;16;0.2;0;20180508;W01JNBM1BKYK3Y137VWA
84344;6;398;72;1;0.2;0;20180508;PJDKJQNUEHEWZIOY6L5B
84462;3;15262;93;4;;0;20180508;PN7U75Z7MP66ZJQPV5FL
84542;20;97448;94;25;;0;20180508;9AFIQ1RE2ZY2KI5P49LR
84725;10;46106;261;12;;0;20180508;XBUHUKFSOYZB53BZHAFU
84778;1;29065;305;8;;0;20180508;PF6861FUOFDQOAYJO4D4
84819;20;39099;313;10;0.2;0;20180508;206UN1KTBDY3ST3R9EQ6
84854;12;38441;95;10;;0;20180508;A6I3607UEXNQ021UZH0D
84907;1;32213;366;9;;0;20180508;VZ8MLS06FLCZPG5KTLVW
84995;9;96867;418;25;;0;20180508;4JTG935MJNXBDP2ZGSHN
85281;11;45011;211;12;;0;20180508;C6TF6JX9AE6YOCVM6195
85314;9;57007;187;15;;0;20180508;XSIY0MIO7RYBG3DLMEAJ
85349;20;65485;170;17;;0;20180508;IF2ZHVXH4X7XXAJZQ95F
85444;11;89105;272;23;;0;20180508;ZBWY6C2O25RYB5TYN0MQ
85542;13;54253;248;14;;0;20180508;911OGL3C76O8KGJBR8SY
85761;14;33551;435;9;;0;20180508;6MQSXGOM8IJK1564E1RB
86077;7;67071;352;17;0.1;0;20180508;ZT08KQ5WD20Z6F7ETTH1
86300;23;16449;196;5;;0;20180508;J3QGVRCPDYIUJOARZLAZ
86309;9;46024;267;12;;0;20180508;Z6IUWSBEAQJDPFFGFNMK
86480;18;71549;296;19;;0;20180508;AS5G1CRNUG881KD5YN90
86534;13;95549;274;25;;0;20180508;GQLWVS93XQ0FLWYZZ1SK
87075;9;93455;141;24;;0;20180508;ZOTYIYENRLQ228YTECAQ
87077;3;93595;331;24;0.1;0;20180508;R0HJXV9LQ13A6LQBGRQ7
87231;21;93430;249;24;;0;20180508;MIZ166RYOU0W8VP9H02A
87367;23;64440;309;17;;0;20180508;N7B1UK331E6QTANVPKFB
87944;23;25201;302;7;;0;20180508;KNX9N5DTEVI74RBUC0JT
88315;23;89526;146;23;;0;20180508;YYNFG5ENK6K81T5WT6IB
88536;20;9286;429;3;;0;20180508;LJAJ1OJNYMM0U29CAYVK
88873;19;61530;381;16;;0;20180508;1OQ79XKINS11KJXN7SWM
89490;17;27931;289;8;;0;20180508;G100N865X6Q19IHX0OGF
89532;22;66918;137;17;;0;20180508;CR591JWOTH36YYBFO1S5
89974;5;51852;227;14;;0;20180508;OD6FVYQD9VLAGQCU1H9Q
90058;10;89877;299;23;;0;20180508;RRM2PZMLC597RHD9N07H
90083;12;51559;253;14;;0;20180508;JZFRZE5YEJEI5B0UWUZO
90106;15;59926;39;16;0.2;0;20180508;BUZTWLEFT7JTP4HUV54H
90147;16;14022;392;4;;0;20180508;CRNRKGRIVMPP8TGCMNTY
90419;16;73466;374;19;;0;20180508;185WWPTVSO89S1LVZZ4V
90492;17;27559;69;7;;0;20180508;SOS1RQWRTS5I89ZOR4YR
90520;23;44932;71;12;;0;20180508;RIAL8CX17V6H81ELBY0Z
90555;20;41325;338;11;;0;20180508;7J7YTHCQSX7DDV7AV1IA
90594;10;91028;91;24;;0;20180508;OGG6U48M6AI57OROA1L4
90662;21;26938;167;7;0.1;0;20180508;EC6A2KLWRRIW7BBKZK4L
90861;7;48515;359;13;;0;20180508;XTTVBAKCZN0N02LL4RYK
90876;23;92981;168;24;0.1;0;20180508;P6CPDJRT8PNXFW91VLRY
90927;5;43124;348;11;;0;20180508;VGTLFQM62B9994BC1I0F
90974;20;12568;242;4;;0;20180508;CV3I8CM5UPP5SLVNIGA0
91003;14;67171;160;18;;0;20180508;SQU8RLICQ9UU7O8Z6810
91084;21;70260;416;18;;0;20180508;L1OO15X2BEPSTZRI8X9B
91267;7;85547;340;22;;0;20180508;DJHTMBP0FL7L2GB539S0
91280;4;58902;339;15;;0;20180508;S5386YT8H2H64QSJ1AY3
91546;3;75847;112;20;;0;20180508;QTVR922J6ZI2M1ODAHJ6
91556;13;49238;408;13;;0;20180508;AMLOLTJ5HLFGXL1291YP
91760;17;18451;172;5;;0;20180508;DUPSR805YPW6LEK5S7YX
91948;15;38500;248;10;0.2;0;20180508;UQXUXLLHY04Z4YB04CDH
92331;8;55719;412;15;;0;20180508;6R4XSSVIVXGXGJ0ZKMI2
92350;22;19756;261;6;;0;20180508;LN8UJ0TQMYE7BNPRH2I8
92690;4;25299;427;7;0.2;0;20180508;MYVQCTTAUNIO7PREFC5R
93122;11;42142;410;11;;0;20180508;09KE21T62LDYLRRHLTI3
93123;18;61064;181;16;;0;20180508;ZHCKOPUF4V0EZA8DWY21
93129;6;50168;424;13;;0;20180508;ET5P6LJSA49OPVNLDEWZ
93288;8;58921;227;15;;0;20180508;VZUL5VQLFPM87ATSNYWD
93322;5;46340;183;12;0.1;0;20180508;B6NCMHJARKXQ74VDPJJ5
93452;17;53517;120;14;;0;20180508;P68OEKFEVRVC734IMYZ1
93512;3;66115;20;17;;0;20180508;6XLU3BY4NP9YR9RGR81C
93718;19;88877;22;23;0.1;0;20180508;9JVXAFWZ4DPSAD47M5EO
93899;2;88952;78;23;0.2;0;20180508;K5LPS576535VKOP7LWFT
94173;2;1210;426;1;;0;20180508;3HU25VC650LMDR5L9DOI
94220;6;670;299;1;;0;20180508;WJ5B7JK42L6R24T7JT49
94566;23;17582;218;5;0.1;0;20180508;9HI37GVU664O1Q8L44DJ
94660;8;59283;227;16;0.1;0;20180508;PWWK7HSZWARUOLI9YR39
94723;5;31273;233;8;;0;20180508;M7L9CEL4UZXOBB3CVM9M
94756;5;94241;279;24;;0;20180508;KTQMMIWHBNBJR8G3M2J7
